STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2015Q1,Male,Industry (B to E),Dublin,Thousand,28.8
Persons aged 15-89 years in Employment,2015Q1,Male,Industry and Construction (B to F),Dublin,Thousand,47.6
Persons aged 15-89 years in Employment,2015Q1,Male,Services (G to U),Dublin,Thousand,268.4
Persons aged 15-89 years in Employment,2015Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.4
Persons aged 15-89 years in Employment,2015Q1,Male,Other NACE activities (R to U),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2015Q1,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q1,Female,All NACE economic sectors,Dublin,Thousand,281.7
Persons aged 15-89 years in Employment,2015Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q1,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,39.9
Persons aged 15-89 years in Employment,2015Q1,Female,Transportation and storage (H),Dublin,Thousand,7
Persons aged 15-89 years in Employment,2015Q1,Female,Accommodation and food service activities (I),Dublin,Thousand,19.7
Persons aged 15-89 years in Employment,2015Q1,Female,Information and communication (J),Dublin,Thousand,15.7
Persons aged 15-89 years in Employment,2015Q1,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,21.1
Persons aged 15-89 years in Employment,2015Q1,Female,Administrative and support service activities (N),Dublin,Thousand,11.9
Persons aged 15-89 years in Employment,2015Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,13.2
Persons aged 15-89 years in Employment,2015Q1,Female,Education (P),Dublin,Thousand,28.5
Persons aged 15-89 years in Employment,2015Q1,Female,Human health and social work activities (Q),Dublin,Thousand,57.1
Persons aged 15-89 years in Employment,2015Q1,Female,Industry (B to E),Dublin,Thousand,17.1
Persons aged 15-89 years in Employment,2015Q1,Female,Industry and Construction (B to F),Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2015Q1,Female,Services (G to U),Dublin,Thousand,261.2
Persons aged 15-89 years in Employment,2015Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,23.8
Persons aged 15-89 years in Employment,2015Q1,Female,Other NACE activities (R to U),Dublin,Thousand,23.3
Persons aged 15-89 years in Employment,2015Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,609.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Construction (F),Dublin,Thousand,21.4
Persons aged 15-89 years in Employment,2015Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,82.7
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,31.9
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,48.4
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Information and communication (J),Dublin,Thousand,50.8
Persons aged 15-89 years in Employment,2015Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,52.3
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,27.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,29.1
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Education (P),Dublin,Thousand,39.7
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,78.2
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Industry (B to E),Dublin,Thousand,45
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,66.3
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Services (G to U),Dublin,Thousand,538.1
Persons aged 15-89 years in Employment,2015Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,56.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,40.9
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Not stated,Dublin,Thousand,3.6
Persons aged 15-89 years in Employment,2015Q2,Male,All NACE economic sectors,Dublin,Thousand,321.7
Persons aged 15-89 years in Employment,2015Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Male,Construction (F),Dublin,Thousand,19.9
Persons aged 15-89 years in Employment,2015Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,42.2
Persons aged 15-89 years in Employment,2015Q2,Male,Transportation and storage (H),Dublin,Thousand,25.7
Persons aged 15-89 years in Employment,2015Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,27.1
Persons aged 15-89 years in Employment,2015Q2,Male,Information and communication (J),Dublin,Thousand,33.8
Persons aged 15-89 years in Employment,2015Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,29
Persons aged 15-89 years in Employment,2015Q2,Male,Administrative and support service activities (N),Dublin,Thousand,15.8
Persons aged 15-89 years in Employment,2015Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,15.9
Persons aged 15-89 years in Employment,2015Q2,Male,Education (P),Dublin,Thousand,12.2
Persons aged 15-89 years in Employment,2015Q2,Male,Human health and social work activities (Q),Dublin,Thousand,18.1
Persons aged 15-89 years in Employment,2015Q2,Male,Industry (B to E),Dublin,Thousand,28.8
Persons aged 15-89 years in Employment,2015Q2,Male,Industry and Construction (B to F),Dublin,Thousand,48.7
Persons aged 15-89 years in Employment,2015Q2,Male,Services (G to U),Dublin,Thousand,270.1
Persons aged 15-89 years in Employment,2015Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.9
Persons aged 15-89 years in Employment,2015Q2,Male,Other NACE activities (R to U),Dublin,Thousand,17.5
Persons aged 15-89 years in Employment,2015Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Female,All NACE economic sectors,Dublin,Thousand,287.9
Persons aged 15-89 years in Employment,2015Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,40.5
Persons aged 15-89 years in Employment,2015Q2,Female,Transportation and storage (H),Dublin,Thousand,6.2
Persons aged 15-89 years in Employment,2015Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,21.3
Persons aged 15-89 years in Employment,2015Q2,Female,Information and communication (J),Dublin,Thousand,17
Persons aged 15-89 years in Employment,2015Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,23.4
Persons aged 15-89 years in Employment,2015Q2,Female,Administrative and support service activities (N),Dublin,Thousand,11.7
Persons aged 15-89 years in Employment,2015Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,13.2
Persons aged 15-89 years in Employment,2015Q2,Female,Education (P),Dublin,Thousand,27.5
Persons aged 15-89 years in Employment,2015Q2,Female,Human health and social work activities (Q),Dublin,Thousand,60.2
Persons aged 15-89 years in Employment,2015Q2,Female,Industry (B to E),Dublin,Thousand,16.2
Persons aged 15-89 years in Employment,2015Q2,Female,Industry and Construction (B to F),Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2015Q2,Female,Services (G to U),Dublin,Thousand,268
Persons aged 15-89 years in Employment,2015Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,23.7
Persons aged 15-89 years in Employment,2015Q2,Female,Other NACE activities (R to U),Dublin,Thousand,23.5
Persons aged 15-89 years in Employment,2015Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,621.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Construction (F),Dublin,Thousand,22.2
Persons aged 15-89 years in Employment,2015Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,83.5
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,29.8
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,48.2
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Information and communication (J),Dublin,Thousand,54.1
Persons aged 15-89 years in Employment,2015Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,55.8
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,32.9
Persons aged 15-89 years in Employment,2015Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,29.2
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Education (P),Dublin,Thousand,40.3
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,78.5
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Industry (B to E),Dublin,Thousand,46.6
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,68.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Services (G to U),Dublin,Thousand,547.4
Persons aged 15-89 years in Employment,2015Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,53.6
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,41.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Not stated,Dublin,Thousand,3.6
Persons aged 15-89 years in Employment,2015Q3,Male,All NACE economic sectors,Dublin,Thousand,326.6
Persons aged 15-89 years in Employment,2015Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Male,Construction (F),Dublin,Thousand,20.5
Persons aged 15-89 years in Employment,2015Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,44.4
Persons aged 15-89 years in Employment,2015Q3,Male,Transportation and storage (H),Dublin,Thousand,24.5
Persons aged 15-89 years in Employment,2015Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,24.6
Persons aged 15-89 years in Employment,2015Q3,Male,Information and communication (J),Dublin,Thousand,35.9
Persons aged 15-89 years in Employment,2015Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,30.9
Persons aged 15-89 years in Employment,2015Q3,Male,Administrative and support service activities (N),Dublin,Thousand,17
Persons aged 15-89 years in Employment,2015Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,16.2
Persons aged 15-89 years in Employment,2015Q3,Male,Education (P),Dublin,Thousand,12.4
Persons aged 15-89 years in Employment,2015Q3,Male,Human health and social work activities (Q),Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2015Q3,Male,Industry (B to E),Dublin,Thousand,30.6
Persons aged 15-89 years in Employment,2015Q3,Male,Industry and Construction (B to F),Dublin,Thousand,51.1
Persons aged 15-89 years in Employment,2015Q3,Male,Services (G to U),Dublin,Thousand,272.2
Persons aged 15-89 years in Employment,2015Q3,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,29.8
Persons aged 15-89 years in Employment,2015Q3,Male,Other NACE activities (R to U),Dublin,Thousand,17.7
Persons aged 15-89 years in Employment,2015Q3,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Female,All NACE economic sectors,Dublin,Thousand,295.1
Persons aged 15-89 years in Employment,2015Q3,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q3,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,39.1
Persons aged 15-89 years in Employment,2015Q3,Female,Transportation and storage (H),Dublin,Thousand,5.3
Persons aged 15-89 years in Employment,2015Q3,Female,Accommodation and food service activities (I),Dublin,Thousand,23.6
Persons aged 15-89 years in Employment,2015Q3,Female,Information and communication (J),Dublin,Thousand,18.1
Persons aged 15-89 years in Employment,2015Q3,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,24.8
Persons aged 15-89 years in Employment,2015Q3,Female,Administrative and support service activities (N),Dublin,Thousand,15.8
Persons aged 15-89 years in Employment,2015Q3,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,13
Persons aged 15-89 years in Employment,2015Q3,Female,Education (P),Dublin,Thousand,27.8
Persons aged 15-89 years in Employment,2015Q3,Female,Human health and social work activities (Q),Dublin,Thousand,59.6
Persons aged 15-89 years in Employment,2015Q3,Female,Industry (B to E),Dublin,Thousand,16
Persons aged 15-89 years in Employment,2015Q3,Female,Industry and Construction (B to F),Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2015Q3,Female,Services (G to U),Dublin,Thousand,275.2
Persons aged 15-89 years in Employment,2015Q3,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,23.8
Persons aged 15-89 years in Employment,2015Q3,Female,Other NACE activities (R to U),Dublin,Thousand,24
Persons aged 15-89 years in Employment,2015Q3,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2015Q4,Both sexes,All NACE economic sectors,Dublin,Thousand,628.7
Persons aged 15-89 years in Employment,2015Q4,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
